product_id,product_name,brand,category,price,description,image_url
P0097,Stark Compact Study Desk,HomeCentre,Home,250.21,"HomeCentre's clean, modern study and home office desk in a space-saving compact footprint. Engineered wood top with a smooth finish, cable management cutout, and sturdy metal legs. Easy to assemble and fits neatly in any bedroom corner, study room, or home office.",https://images.unsplash.com/photo-1611269154421-4e27233ac5c7?q=80&w=765&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0098,Zenith 4-Seater Dining Table Set,HomeCentre,Home,170.39,HomeCentre's complete 4-seater dining set for everyday family meals and gatherings. Solid wood table top paired with cushioned upholstered chairs in a complementary fabric. Timeless warm-finish design that is easy to clean and built for daily use.,https://plus.unsplash.com/premium_photo-1669648746595-f0eb67908d73?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0099,Geometric Pattern Area Rug,Wayfair,Home,201.54,"A bold, modern area rug with a striking geometric pattern to anchor any living space. Machine-woven from durable polypropylene — stain resistant, easy to clean, and built for high traffic. Available in multiple sizes to fit under a coffee table, dining table, or across an entire room.",https://images.unsplash.com/photo-1759146464279-af282e1d2c73?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0100,Undeniable 5.0 Sports Duffel Bag,Under Armour,Sports,207.37,"Under Armour's tough, water-resistant gym bag built for athletes who train every day. UA Storm technology repels water; vented laundry pocket separates dirty kit from clean gear. Multiple pockets, padded grip handle, and a removable shoulder strap — built to handle any workout.",https://images.unsplash.com/photo-1448582649076-3981753123b5?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0101,Modular Sliding Door Wardrobe,Pepperfry,Home,170.93,"Pepperfry's space-saving wardrobe with smooth-glide sliding doors for tight bedroom spaces. Customisable internal layout with hanging rails, adjustable shelves, and optional drawers. Engineered wood with a scratch and moisture-resistant laminate finish — durable and easy to clean.",https://images.unsplash.com/photo-1672137233327-37b0c1049e77?q=80&w=1074&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0102,Infallible 24HR Fresh Wear Foundation,L'Oreal,Beauty,15.1,"L'Oréal Paris' long-wearing liquid foundation that stays fresh for up to 24 hours. Sweat-proof, waterproof, and transfer-proof full-coverage formula with a natural matte finish. Lightweight on skin despite the full coverage — ideal for long days, events, or humid climates.",https://media.istockphoto.com/id/2201525331/photo/liquid-foundation-in-the-bottle-isolated-on-a-white.jpg?s=612x612&w=is&k=20&c=8MNs0W0urDSRa_DAGQaiyxer-AcQ7asEYfyfZOE3en4=
P0103,Brio 500 HD Webcam,Logitech,Electronics,73.87,"Logitech's compact Full HD webcam with RightLight 4 AI-powered auto-framing for video calls. Show Mode lets you tilt the camera down to share desk content; built-in privacy shutter for peace of mind. Plug and play via USB-C — no software needed, perfect for home offices and hybrid workers.",https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=764&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0104,Air Zoom Pegasus 40 Running Shoes,Nike,Fashion,298.58,"Nike's best-selling running shoes in their 40th edition — trusted by millions of runners worldwide. Dual Zoom Air units in the forefoot and heel deliver responsive cushioning for daily training runs. Breathable mesh upper, wider fit, and a cushioned midsole that handles everything from 5K to marathon.",https://images.unsplash.com/photo-1542291026-7eec264c27ff?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0105,MX Keys S Wireless Keyboard,Logitech,Electronics,49.25,"Logitech's advanced wireless keyboard with perfectly shaped spherical keys for precise, comfortable typing. Smart backlight that adjusts to lighting, multi-device switching, and USB-C charging with 10-day battery. Ideal for professionals and writers who want a quiet, premium typing experience across multiple devices.",https://images.unsplash.com/photo-1587829741301-dc798b83add3?q=80&w=1165&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0106,Slim Fit Chino Trousers,H&M,Fashion,162.43,"H&M's clean, tailored chino trousers in a slim tapered leg for a smart casual look. Made from stretch cotton twill with a zip fly, belt loops, and side pockets. Versatile enough to dress up with a shirt and blazer or keep casual with a tee and sneakers.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTb4i81P2vjRQeTWz-oIJhN6CDyEykUcLQlgw&s
P0107,Dri-FIT Legend T-Shirt,Nike,Fashion,149.04,"Nike's lightweight performance T-shirt built for training, runs, and everyday casual wear. Made with Dri-FIT sweat-wicking fabric that keeps you dry and comfortable throughout your workout. Relaxed fit with a soft feel — a go-to gym tee that doubles as a casual everyday top.",https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?q=80&w=1160&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0108,Swoosh Sports Headband,Nike,Sports,150.22,"Nike's stretch fabric sports headband that keeps sweat and hair out of your face during workouts. Moisture-wicking material stays in place during running, gym sessions, and high-intensity training. Lightweight and comfortable — the simple essential accessory every athlete needs.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP7TeWszlkvQKUcxCJoJOmQ5r3tonyyZ2C7A&s
P0109,POÄNG Bentwood Armchair,IKEA,Home,145.41,"IKEA's beloved bentwood armchair with a gently curved birch frame that gives a relaxing spring feel. Comfortable cushioned seat in a choice of fabric and leather covers for any interior style. Ergonomic, lightweight, and built to last — one of IKEA's most popular chairs since 1976.",https://images.unsplash.com/photo-1611967164521-abae8fba4668?q=80&w=735&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0110,UCL Champions League Football,Adidas,Sports,125.3,"The official match ball of the UEFA Champions League, built for consistent flight and touch. Thermally bonded panels with a butyl bladder for excellent air retention and shape consistency. A premium training and recreational football that brings Champions League quality to your game.",https://images.unsplash.com/photo-1486286701208-1d58e9338013?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0111,The Perfect T-Shirt,Levi's,Fashion,286.12,"Levi's relaxed, slightly cropped everyday T-shirt with a lived-in, casual feel. Soft 100% cotton with a classic crew neck and the signature Levi's Batwing logo at the chest. Easy to style tucked into jeans, layered under a jacket, or worn loose with shorts.",https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?q=80&w=1160&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0112,UCL Champions League Football,Adidas,Sports,138.29,"The official match ball of the UEFA Champions League, built for consistent flight and touch. Thermally bonded panels with a butyl bladder for excellent air retention and shape consistency. A premium training and recreational football that brings Champions League quality to your game.",https://images.unsplash.com/photo-1486286701208-1d58e9338013?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0113,Training Yoga & Exercise Mat,Adidas,Sports,172.82,"Adidas' non-slip training mat ideal for yoga, pilates, stretching, and floor-based exercises. Extra-thick cushioning protects joints during floor work; textured surface provides grip in all poses. Lightweight with a carry strap — easy to roll up and take to the gym, studio, or outdoors.",https://plus.unsplash.com/premium_photo-1675155952889-abb299df1fe7?q=80&w=1029&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0114,Galaxy Watch 5 Smartwatch,Samsung,Electronics,41.8,"Samsung's advanced smartwatch with comprehensive health tracking including body composition and sleep analysis. Sapphire crystal glass display with heart rate, blood oxygen, and ECG monitoring, plus 5ATM water resistance. Seamlessly integrates with the Galaxy ecosystem for notifications, calls, and fitness coaching.",https://images.unsplash.com/photo-1579586337278-3befd40fd17a?q=80&w=1172&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0115,Galaxy Book3 Pro Laptop,Samsung,Electronics,1550.08,"Samsung's ultra-slim Windows laptop with a brilliant 14-inch AMOLED display and Intel 13th Gen Core processor. All-day battery life with seamless Galaxy ecosystem integration for calls, file sharing, and more. Ideal for professionals and creatives who want a premium, lightweight laptop in the Samsung ecosystem.",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=1171&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0116,Xperia 1 IV Smartphone,Sony,Electronics,2390.54,Sony's creator-focused smartphone with a stunning 4K HDR OLED 120Hz display and variable telephoto camera. Shoots 4K video at 120fps with a dedicated 3.5mm headphone jack — rare on modern flagships. Designed for mobile photographers and videographers who want professional-level tools in a phone.,https://images.unsplash.com/photo-1714571767860-5f0e90f4277b?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0117,Zenith 4-Seater Dining Table Set,HomeCentre,Home,107.3,HomeCentre's complete 4-seater dining set for everyday family meals and gatherings. Solid wood table top paired with cushioned upholstered chairs in a complementary fabric. Timeless warm-finish design that is easy to clean and built for daily use.,https://plus.unsplash.com/premium_photo-1669648746595-f0eb67908d73?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0118,Revitalift Hyaluronic Acid Face Serum,L'Oreal,Beauty,51.12,"L'Oréal Paris' dermatologist-tested anti-ageing face serum with 1.5% pure Hyaluronic Acid. Intensely hydrates skin, visibly reduces wrinkles, and plumps the skin surface within 7 days. Suitable for all skin types — apply morning and evening on clean skin before moisturiser.",https://images.unsplash.com/photo-1713768704571-6aeb0d0e5105?q=80&w=692&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0119,Infallible 24HR Fresh Wear Foundation,L'Oreal,Beauty,80.0,"L'Oréal Paris' long-wearing liquid foundation that stays fresh for up to 24 hours. Sweat-proof, waterproof, and transfer-proof full-coverage formula with a natural matte finish. Lightweight on skin despite the full coverage — ideal for long days, events, or humid climates.",https://media.istockphoto.com/id/2201525331/photo/liquid-foundation-in-the-bottle-isolated-on-a-white.jpg?s=612x612&w=is&k=20&c=8MNs0W0urDSRa_DAGQaiyxer-AcQ7asEYfyfZOE3en4=
P0120,Galaxy Watch 5 Smartwatch,Samsung,Electronics,152.23,"Samsung's advanced smartwatch with comprehensive health tracking including body composition and sleep analysis. Sapphire crystal glass display with heart rate, blood oxygen, and ECG monitoring, plus 5ATM water resistance. Seamlessly integrates with the Galaxy ecosystem for notifications, calls, and fitness coaching.",https://images.unsplash.com/photo-1579586337278-3befd40fd17a?q=80&w=1172&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0121,Fit Me Matte + Poreless Foundation,Maybelline,Beauty,56.08,"Maybelline's pore-blurring liquid foundation that controls shine for a natural matte finish all day. Lightweight, oil-free formula in a wide range of shades for normal to oily skin types. Dermatologist tested and non-comedogenic — looks like skin, not makeup.",https://media.istockphoto.com/id/2201525331/photo/liquid-foundation-in-the-bottle-isolated-on-a-white.jpg?s=612x612&w=is&k=20&c=8MNs0W0urDSRa_DAGQaiyxer-AcQ7asEYfyfZOE3en4=
P0122,Infallible 24HR Fresh Wear Foundation,L'Oreal,Beauty,18.2,"L'Oréal Paris' long-wearing liquid foundation that stays fresh for up to 24 hours. Sweat-proof, waterproof, and transfer-proof full-coverage formula with a natural matte finish. Lightweight on skin despite the full coverage — ideal for long days, events, or humid climates.",https://media.istockphoto.com/id/2201525331/photo/liquid-foundation-in-the-bottle-isolated-on-a-white.jpg?s=612x612&w=is&k=20&c=8MNs0W0urDSRa_DAGQaiyxer-AcQ7asEYfyfZOE3en4=
P0123,Moisture Surge 100H Hydrating Gel-Cream,Clinique,Beauty,30.52,"Clinique's bestselling 100-hour hydration gel-cream with activated aloe water and Hyaluronic Acid. Lightweight, refreshing texture that instantly quenches dry skin and keeps it comfortable all day. Suitable for all skin types including oily and combination — wear alone or as a makeup base.",https://images.unsplash.com/photo-1629732047847-50219e9c5aef?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0124,Galaxy Watch 5 Smartwatch,Samsung,Electronics,171.74,"Samsung's advanced smartwatch with comprehensive health tracking including body composition and sleep analysis. Sapphire crystal glass display with heart rate, blood oxygen, and ECG monitoring, plus 5ATM water resistance. Seamlessly integrates with the Galaxy ecosystem for notifications, calls, and fitness coaching.",https://images.unsplash.com/photo-1579586337278-3befd40fd17a?q=80&w=1172&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0125,Modern Minimalist Coffee Table,Wayfair,Home,161.43,"A sleek, low-profile coffee table with a tempered glass or wood top and slender metal legs. Open, airy design keeps small rooms feeling spacious; easy to assemble with a clean modern look. Available in multiple finishes — pairs well with both contemporary and Scandinavian interiors.",https://images.unsplash.com/photo-1542372147193-a7aca54189cd?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0126,Bravia XR A80K OLED TV,Sony,Electronics,117.88,"Sony's premium OLED television with the Cognitive Processor XR for natural, lifelike picture quality. Perfect blacks, vibrant colours, and XR Sound technology that uses the screen itself as a speaker. Supports Google TV, HDMI 2.1 gaming features, and is optimised for PlayStation 5.",https://plus.unsplash.com/premium_photo-1681236323432-3df82be0c1b0?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0127,Eyeconic Long-Lasting Kajal Eyeliner,Lakme,Beauty,11.07,"Lakmé's ultra-smooth kohl kajal that delivers intense, precise eye definition with a single stroke. Smudge-proof formula enriched with Vitamin E that stays on the waterline for up to 12 hours. Perfect for everyday eye looks and bold smoky styles — glides on without pulling or tugging.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTelyoot1EKm8ZUhN-Y_QQHDsCyQVPTzkykQQ&s
P0128,Sportswear Club Fleece Hoodie,Nike,Fashion,282.29,"Nike's classic everyday hoodie made from soft brushed-back fleece for warmth and comfort. Relaxed fit with a kangaroo pocket, adjustable drawstring hood, and ribbed cuffs and hem. A wardrobe staple for lounging, light workouts, or throwing on over activewear on colder days.",https://images.unsplash.com/photo-1620799140188-3b2a02fd9a77?q=80&w=1072&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0129,The Perfect T-Shirt,Levi's,Fashion,201.85,"Levi's relaxed, slightly cropped everyday T-shirt with a lived-in, casual feel. Soft 100% cotton with a classic crew neck and the signature Levi's Batwing logo at the chest. Easy to style tucked into jeans, layered under a jacket, or worn loose with shorts.",https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?q=80&w=1160&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0130,Tech Fleece Joggers,Nike,Fashion,120.15,"Nike's premium tapered joggers made from double-layer Tech Fleece that traps warmth without bulk. Modern athletic fit with zip side pockets, ribbed ankle cuffs, and an elastic drawstring waistband. Perfect for cold-weather training, post-gym recovery, or a clean athleisure look.",https://images.unsplash.com/photo-1552902875-9ac1f9fe0c07?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0131,Brasilia 9.5 Training Duffel Bag,Nike,Sports,101.67,Nike's durable everyday gym bag built for training with a spacious main compartment for kit and gear. Separate ventilated shoe compartment keeps footwear away from clean clothes. Adjustable padded shoulder strap and side water bottle pocket — available in bold Nike colourways.,https://images.unsplash.com/photo-1448582649076-3981753123b5?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0132,MX Keys S Wireless Keyboard,Logitech,Electronics,96.31,"Logitech's advanced wireless keyboard with perfectly shaped spherical keys for precise, comfortable typing. Smart backlight that adjusts to lighting, multi-device switching, and USB-C charging with 10-day battery. Ideal for professionals and writers who want a quiet, premium typing experience across multiple devices.",https://images.unsplash.com/photo-1587829741301-dc798b83add3?q=80&w=1165&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0133,Orbita La Liga Official Match Football,Puma,Sports,103.28,"The official match ball of La Liga, engineered by Puma for top-level performance. 4-layer hybrid technology delivers precise, consistent flight and reliable bounce in all weather. A premium football for serious players who want the same ball used in professional Spanish football.",https://images.unsplash.com/photo-1486286701208-1d58e9338013?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0134,Modern Minimalist Coffee Table,Wayfair,Home,267.77,"A sleek, low-profile coffee table with a tempered glass or wood top and slender metal legs. Open, airy design keeps small rooms feeling spacious; easy to assemble with a clean modern look. Available in multiple finishes — pairs well with both contemporary and Scandinavian interiors.",https://images.unsplash.com/photo-1542372147193-a7aca54189cd?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0135,Geometric Pattern Area Rug,Wayfair,Home,99.58,"A bold, modern area rug with a striking geometric pattern to anchor any living space. Machine-woven from durable polypropylene — stain resistant, easy to clean, and built for high traffic. Available in multiple sizes to fit under a coffee table, dining table, or across an entire room.",https://images.unsplash.com/photo-1759146464279-af282e1d2c73?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0136,Swoosh Sports Headband,Nike,Sports,278.83,"Nike's stretch fabric sports headband that keeps sweat and hair out of your face during workouts. Moisture-wicking material stays in place during running, gym sessions, and high-intensity training. Lightweight and comfortable — the simple essential accessory every athlete needs.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP7TeWszlkvQKUcxCJoJOmQ5r3tonyyZ2C7A&s
P0137,Stark Compact Study Desk,HomeCentre,Home,124.79,"HomeCentre's clean, modern study and home office desk in a space-saving compact footprint. Engineered wood top with a smooth finish, cable management cutout, and sturdy metal legs. Easy to assemble and fits neatly in any bedroom corner, study room, or home office.",https://images.unsplash.com/photo-1611269154421-4e27233ac5c7?q=80&w=765&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0138,Blur Perfect Makeup Primer,Lakme,Beauty,46.41,"Lakmé's silky makeup primer that blurs pores, smooths skin texture, and extends foundation wear. Creates an airbrushed base that helps foundation glide on evenly and last longer throughout the day. Lightweight, non-greasy formula suitable for all skin types — apply before any foundation.",https://images.unsplash.com/photo-1623882150624-df63c1cd2995?q=80&w=681&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0139,Kelly Mid-Century Upholstered Sofa,Wayfair,Home,184.24,"A classic mid-century modern sofa with clean lines, a low profile, and tapered wooden legs. Linen-blend upholstery with a firm foam cushion — supportive, stylish, and built to last. A great choice for smaller living rooms or apartments where style and scale both matter.",https://plus.unsplash.com/premium_photo-1661765778256-169bf5e561a6?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0140,Apple Watch Series 8 Smartwatch,Apple,Electronics,1361.75,"Apple's comprehensive health and fitness smartwatch with crash detection and temperature sensing. Tracks ECG, blood oxygen, sleep, and workouts with an always-on Retina display and 18-hour battery. Water resistant to 50m — great for swimmers, runners, and anyone who wants health insights on their wrist.",https://images.unsplash.com/photo-1579586337278-3befd40fd17a?q=80&w=1172&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0141,Textured Woven Shirt,Zara,Fashion,20.28,"Zara's relaxed-fit woven shirt with a subtle fabric texture that adds depth and visual interest. Classic collar, full button placket, and a slightly boxy silhouette for a modern, effortless look. Wear tucked into trousers for a smart-casual vibe or open over a tee for a layered look.",https://images.unsplash.com/photo-1713881842156-3d9ef36418cc?q=80&w=688&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0142,Studio Fix Fluid Full-Coverage Foundation,MAC,Beauty,79.92,"M·A·C's professional full-coverage liquid foundation trusted by makeup artists worldwide. Buildable from light to full coverage with a natural matte finish and 24-hour wear. Available in 68 shades, minimises the look of pores, and controls oil throughout the day.",https://media.istockphoto.com/id/2201525331/photo/liquid-foundation-in-the-bottle-isolated-on-a-white.jpg?s=612x612&w=is&k=20&c=8MNs0W0urDSRa_DAGQaiyxer-AcQ7asEYfyfZOE3en4=
P0143,Air Zoom Pegasus 40 Running Shoes,Nike,Fashion,94.96,"Nike's best-selling running shoes in their 40th edition — trusted by millions of runners worldwide. Dual Zoom Air units in the forefoot and heel deliver responsive cushioning for daily training runs. Breathable mesh upper, wider fit, and a cushioned midsole that handles everything from 5K to marathon.",https://images.unsplash.com/photo-1542291026-7eec264c27ff?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0144,Air Zoom Pegasus 40 Running Shoes,Nike,Fashion,298.97,"Nike's best-selling running shoes in their 40th edition — trusted by millions of runners worldwide. Dual Zoom Air units in the forefoot and heel deliver responsive cushioning for daily training runs. Breathable mesh upper, wider fit, and a cushioned midsole that handles everything from 5K to marathon.",https://images.unsplash.com/photo-1542291026-7eec264c27ff?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0145,Domyos Hex Rubber Dumbbells,Decathlon,Sports,210.7,"Decathlon's solid rubber hex-head dumbbells for home gym strength training and conditioning. Non-roll hexagonal shape, anti-slip grip handle, and rubber coating that protects floors and reduces noise. Available in a wide weight range — suitable for beginners to advanced lifters and rehabilitation exercises.",https://plus.unsplash.com/premium_photo-1671028546491-f70b21a32cc2?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0146,Undeniable 5.0 Sports Duffel Bag,Under Armour,Sports,145.66,"Under Armour's tough, water-resistant gym bag built for athletes who train every day. UA Storm technology repels water; vented laundry pocket separates dirty kit from clean gear. Multiple pockets, padded grip handle, and a removable shoulder strap — built to handle any workout.",https://images.unsplash.com/photo-1448582649076-3981753123b5?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0147,Studio Fix Fluid Full-Coverage Foundation,MAC,Beauty,48.27,"M·A·C's professional full-coverage liquid foundation trusted by makeup artists worldwide. Buildable from light to full coverage with a natural matte finish and 24-hour wear. Available in 68 shades, minimises the look of pores, and controls oil throughout the day.",https://media.istockphoto.com/id/2201525331/photo/liquid-foundation-in-the-bottle-isolated-on-a-white.jpg?s=612x612&w=is&k=20&c=8MNs0W0urDSRa_DAGQaiyxer-AcQ7asEYfyfZOE3en4=
P0148,Air Force 1 '07 Sneakers,Nike,Fashion,122.98,"The iconic low-top sneaker that defined streetwear culture since 1982. Classic leather upper with Nike Air cushioning in the sole for all-day comfort and support. A timeless, versatile shoe that pairs effortlessly with joggers, jeans, or shorts.",https://images.unsplash.com/photo-1600269452121-4f2416e55c28?q=80&w=765&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0149,Fit Me Matte + Poreless Foundation,Maybelline,Beauty,14.1,"Maybelline's pore-blurring liquid foundation that controls shine for a natural matte finish all day. Lightweight, oil-free formula in a wide range of shades for normal to oily skin types. Dermatologist tested and non-comedogenic — looks like skin, not makeup.",https://media.istockphoto.com/id/2201525331/photo/liquid-foundation-in-the-bottle-isolated-on-a-white.jpg?s=612x612&w=is&k=20&c=8MNs0W0urDSRa_DAGQaiyxer-AcQ7asEYfyfZOE3en4=
P0150,Galaxy Watch 5 Smartwatch,Samsung,Electronics,48.5,"Samsung's advanced smartwatch with comprehensive health tracking including body composition and sleep analysis. Sapphire crystal glass display with heart rate, blood oxygen, and ECG monitoring, plus 5ATM water resistance. Seamlessly integrates with the Galaxy ecosystem for notifications, calls, and fitness coaching.",https://images.unsplash.com/photo-1579586337278-3befd40fd17a?q=80&w=1172&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0151,Swoosh Sports Headband,Nike,Sports,39.51,"Nike's stretch fabric sports headband that keeps sweat and hair out of your face during workouts. Moisture-wicking material stays in place during running, gym sessions, and high-intensity training. Lightweight and comfortable — the simple essential accessory every athlete needs.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP7TeWszlkvQKUcxCJoJOmQ5r3tonyyZ2C7A&s
P0152,Alpha 7 IV Mirrorless Camera,Sony,Electronics,192.69,"Sony's versatile full-frame mirrorless camera with a 33MP BSI CMOS sensor and real-time Eye AF. Shoots 10fps bursts and 4K video with exceptional detail, dynamic range, and low-light performance. A professional-grade camera in a compact body — ideal for portrait, travel, and event photographers.",https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=764&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
